"document","term","count","flag","ID","Support.Group","Store","Classification","Assigned.To","Priority","Reopened","Location","Created.Date","Resolved.Date","Created.Week","Created.Week2","Created.Month"
"IR139","nearly",1,1,"IR139","Help Desk","Wells Branch","Permission Request","Emily","P3","Yes","GWS",2016-11-14,2016-11-20,2016-11-13,2016-11-12,2016-11-01
"IR139","one",1,1,"IR139","Help Desk","Wells Branch","Permission Request","Emily","P3","Yes","GWS",2016-11-14,2016-11-20,2016-11-13,2016-11-12,2016-11-01
"IR139","question",1,1,"IR139","Help Desk","Wells Branch","Permission Request","Emily","P3","Yes","GWS",2016-11-14,2016-11-20,2016-11-13,2016-11-12,2016-11-01
"IR139","resembles",1,1,"IR139","Help Desk","Wells Branch","Permission Request","Emily","P3","Yes","GWS",2016-11-14,2016-11-20,2016-11-13,2016-11-12,2016-11-01
"IR139","someone",1,1,"IR139","Help Desk","Wells Branch","Permission Request","Emily","P3","Yes","GWS",2016-11-14,2016-11-20,2016-11-13,2016-11-12,2016-11-01
"IR139","whenever",1,1,"IR139","Help Desk","Wells Branch","Permission Request","Emily","P3","Yes","GWS",2016-11-14,2016-11-20,2016-11-13,2016-11-12,2016-11-01
"IR140","another",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","anxiety",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","blames",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","criticisms",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","hates",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","hold",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","inside",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","need",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","opinion",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","particular",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","penetrate",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","people",2,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","racked",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","realize",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","see",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","similar",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","sort",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","souls",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","voice",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR140","will",1,1,"IR140","Retail Support","Lamar","Coupon Not Working","Hannah","P2","Yes","MAD",2017-02-06,2017-02-09,2017-02-05,2017-02-04,2017-02-01
"IR141","face",1,1,"IR141","Help Desk","Wells Branch","Desktop Support","Charlie","P1","No","MAV",2016-09-18,2016-09-27,2016-09-12,2016-09-18,2016-09-01
"IR141","first",1,1,"IR141","Help Desk","Wells Branch","Desktop Support","Charlie","P1","No","MAV",2016-09-18,2016-09-27,2016-09-12,2016-09-18,2016-09-01
"IR141","keep",1,1,"IR141","Help Desk","Wells Branch","Desktop Support","Charlie","P1","No","MAV",2016-09-18,2016-09-27,2016-09-12,2016-09-18,2016-09-01
"IR141","know",1,1,"IR141","Help Desk","Wells Branch","Desktop Support","Charlie","P1","No","MAV",2016-09-18,2016-09-27,2016-09-12,2016-09-18,2016-09-01
"IR141","look",1,1,"IR141","Help Desk","Wells Branch","Desktop Support","Charlie","P1","No","MAV",2016-09-18,2016-09-27,2016-09-12,2016-09-18,2016-09-01
"IR141","rule",1,1,"IR141","Help Desk","Wells Branch","Desktop Support","Charlie","P1","No","MAV",2016-09-18,2016-09-27,2016-09-12,2016-09-18,2016-09-01
"IR141","second",1,1,"IR141","Help Desk","Wells Branch","Desktop Support","Charlie","P1","No","MAV",2016-09-18,2016-09-27,2016-09-12,2016-09-18,2016-09-01
"IR141","spirit",1,1,"IR141","Help Desk","Wells Branch","Desktop Support","Charlie","P1","No","MAV",2016-09-18,2016-09-27,2016-09-12,2016-09-18,2016-09-01
"IR141","things",1,1,"IR141","Help Desk","Wells Branch","Desktop Support","Charlie","P1","No","MAV",2016-09-18,2016-09-27,2016-09-12,2016-09-18,2016-09-01
"IR141","untroubled",1,1,"IR141","Help Desk","Wells Branch","Desktop Support","Charlie","P1","No","MAV",2016-09-18,2016-09-27,2016-09-12,2016-09-18,2016-09-01
"IR142","anger",1,1,"IR142","Help Desk","Lamar","Desktop Support","Bob","P1","No","WSP",2016-09-01,2016-09-03,2016-08-29,2016-08-28,2016-09-01
"IR142","causes",1,1,"IR142","Help Desk","Lamar","Desktop Support","Bob","P1","No","WSP",2016-09-01,2016-09-03,2016-08-29,2016-08-28,2016-09-01
"IR142","consequences",1,1,"IR142","Help Desk","Lamar","Desktop Support","Bob","P1","No","WSP",2016-09-01,2016-09-03,2016-08-29,2016-08-28,2016-09-01
"IR142","grievous",1,1,"IR142","Help Desk","Lamar","Desktop Support","Bob","P1","No","WSP",2016-09-01,2016-09-03,2016-08-29,2016-08-28,2016-09-01
"IR142","much",1,1,"IR142","Help Desk","Lamar","Desktop Support","Bob","P1","No","WSP",2016-09-01,2016-09-03,2016-08-29,2016-08-28,2016-09-01
"IR143","act",1,1,"IR143","Help Desk","Hyde Park","Desktop Support","Diego","P2","No","BRL",2017-01-18,2017-01-24,2017-01-15,2017-01-14,2017-01-01
"IR143","death",1,1,"IR143","Help Desk","Hyde Park","Desktop Support","Diego","P2","No","BRL",2017-01-18,2017-01-24,2017-01-15,2017-01-14,2017-01-01
"IR143","going",1,1,"IR143","Help Desk","Hyde Park","Desktop Support","Diego","P2","No","BRL",2017-01-18,2017-01-24,2017-01-15,2017-01-14,2017-01-01
"IR143","good",1,1,"IR143","Help Desk","Hyde Park","Desktop Support","Diego","P2","No","BRL",2017-01-18,2017-01-24,2017-01-15,2017-01-14,2017-01-01
"IR143","hangs",1,1,"IR143","Help Desk","Hyde Park","Desktop Support","Diego","P2","No","BRL",2017-01-18,2017-01-24,2017-01-15,2017-01-14,2017-01-01
"IR143","live",2,1,"IR143","Help Desk","Hyde Park","Desktop Support","Diego","P2","No","BRL",2017-01-18,2017-01-24,2017-01-15,2017-01-14,2017-01-01
"IR143","power",1,1,"IR143","Help Desk","Hyde Park","Desktop Support","Diego","P2","No","BRL",2017-01-18,2017-01-24,2017-01-15,2017-01-14,2017-01-01
"IR143","ten",1,1,"IR143","Help Desk","Hyde Park","Desktop Support","Diego","P2","No","BRL",2017-01-18,2017-01-24,2017-01-15,2017-01-14,2017-01-01
"IR143","thousand",1,1,"IR143","Help Desk","Hyde Park","Desktop Support","Diego","P2","No","BRL",2017-01-18,2017-01-24,2017-01-15,2017-01-14,2017-01-01
"IR143","years",1,1,"IR143","Help Desk","Hyde Park","Desktop Support","Diego","P2","No","BRL",2017-01-18,2017-01-24,2017-01-15,2017-01-14,2017-01-01
"IR144","begin",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","day",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","disloyalty",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","due",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","evil",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","good",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","ignorance",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","ill",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","ingratitude",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","insolence",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","interference",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","meeting",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","offenders",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","selfishness",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","shall",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","telling",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","today",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR144","will",1,1,"IR144","Retail Support","Sunset Valley","Other","Irvin","P2","No","ORT",2016-10-16,2016-10-17,2016-10-10,2016-10-16,2016-10-01
"IR145","always",2,1,"IR145","Help Desk","Lamar","Desktop Support","Diego","P1","Yes","NLB",2016-11-13,2016-11-18,2016-11-06,2016-11-12,2016-11-01
"IR145","look",2,1,"IR145","Help Desk","Lamar","Desktop Support","Diego","P1","Yes","NLB",2016-11-13,2016-11-18,2016-11-06,2016-11-12,2016-11-01
"IR145","source",1,1,"IR145","Help Desk","Lamar","Desktop Support","Diego","P1","Yes","NLB",2016-11-13,2016-11-18,2016-11-06,2016-11-12,2016-11-01
"IR145","spring",1,1,"IR145","Help Desk","Lamar","Desktop Support","Diego","P1","Yes","NLB",2016-11-13,2016-11-18,2016-11-06,2016-11-12,2016-11-01
"IR145","strength",1,1,"IR145","Help Desk","Lamar","Desktop Support","Diego","P1","Yes","NLB",2016-11-13,2016-11-18,2016-11-06,2016-11-12,2016-11-01
"IR145","thou",1,1,"IR145","Help Desk","Lamar","Desktop Support","Diego","P1","Yes","NLB",2016-11-13,2016-11-18,2016-11-06,2016-11-12,2016-11-01
"IR145","thyself",1,1,"IR145","Help Desk","Lamar","Desktop Support","Diego","P1","Yes","NLB",2016-11-13,2016-11-18,2016-11-06,2016-11-12,2016-11-01
"IR145","well",1,1,"IR145","Help Desk","Lamar","Desktop Support","Diego","P1","Yes","NLB",2016-11-13,2016-11-18,2016-11-06,2016-11-12,2016-11-01
"IR145","will",1,1,"IR145","Help Desk","Lamar","Desktop Support","Diego","P1","Yes","NLB",2016-11-13,2016-11-18,2016-11-06,2016-11-12,2016-11-01
"IR145","wilt",1,1,"IR145","Help Desk","Lamar","Desktop Support","Diego","P1","Yes","NLB",2016-11-13,2016-11-18,2016-11-06,2016-11-12,2016-11-01
"IR146","anything",1,1,"IR146","Help Desk","Wells Branch","Email","Charlie","P3","No","GWS",2016-10-08,2016-10-09,2016-10-03,2016-10-02,2016-10-01
"IR146","bear",1,1,"IR146","Help Desk","Wells Branch","Email","Charlie","P3","No","GWS",2016-10-08,2016-10-09,2016-10-03,2016-10-02,2016-10-01
"IR146","bitter",1,1,"IR146","Help Desk","Wells Branch","Email","Charlie","P3","No","GWS",2016-10-08,2016-10-09,2016-10-03,2016-10-02,2016-10-01
"IR146","feel",1,1,"IR146","Help Desk","Wells Branch","Email","Charlie","P3","No","GWS",2016-10-08,2016-10-09,2016-10-03,2016-10-02,2016-10-01
"IR146","fortune",1,1,"IR146","Help Desk","Wells Branch","Email","Charlie","P3","No","GWS",2016-10-08,2016-10-09,2016-10-03,2016-10-02,2016-10-01
"IR146","future",1,1,"IR146","Help Desk","Wells Branch","Email","Charlie","P3","No","GWS",2016-10-08,2016-10-09,2016-10-03,2016-10-02,2016-10-01
"IR146","good",1,1,"IR146","Help Desk","Wells Branch","Email","Charlie","P3","No","GWS",2016-10-08,2016-10-09,2016-10-03,2016-10-02,2016-10-01
"IR146","misfortune",1,1,"IR146","Help Desk","Wells Branch","Email","Charlie","P3","No","GWS",2016-10-08,2016-10-09,2016-10-03,2016-10-02,2016-10-01
"IR146","remember",1,1,"IR146","Help Desk","Wells Branch","Email","Charlie","P3","No","GWS",2016-10-08,2016-10-09,2016-10-03,2016-10-02,2016-10-01
"IR146","rule",1,1,"IR146","Help Desk","Wells Branch","Email","Charlie","P3","No","GWS",2016-10-08,2016-10-09,2016-10-03,2016-10-02,2016-10-01
"IR146","tempts",1,1,"IR146","Help Desk","Wells Branch","Email","Charlie","P3","No","GWS",2016-10-08,2016-10-09,2016-10-03,2016-10-02,2016-10-01
"IR146","worthily",1,1,"IR146","Help Desk","Wells Branch","Email","Charlie","P3","No","GWS",2016-10-08,2016-10-09,2016-10-03,2016-10-02,2016-10-01
"IR147","gains",1,1,"IR147","Help Desk","Sunset Valley","Desktop Support","Adam","P1","Yes","MAD",2016-11-25,2016-11-30,2016-11-20,2016-11-19,2016-11-01
"IR147","holy",1,1,"IR147","Help Desk","Sunset Valley","Desktop Support","Adam","P1","Yes","MAD",2016-11-25,2016-11-30,2016-11-20,2016-11-19,2016-11-01
"IR147","just",1,1,"IR147","Help Desk","Sunset Valley","Desktop Support","Adam","P1","Yes","MAD",2016-11-25,2016-11-30,2016-11-20,2016-11-19,2016-11-01
"IR147","look",1,1,"IR147","Help Desk","Sunset Valley","Desktop Support","Adam","P1","Yes","MAD",2016-11-25,2016-11-30,2016-11-20,2016-11-19,2016-11-01
"IR147","make",1,1,"IR147","Help Desk","Sunset Valley","Desktop Support","Adam","P1","Yes","MAD",2016-11-25,2016-11-30,2016-11-20,2016-11-19,2016-11-01
"IR147","much",1,1,"IR147","Help Desk","Sunset Valley","Desktop Support","Adam","P1","Yes","MAD",2016-11-25,2016-11-30,2016-11-20,2016-11-19,2016-11-01
"IR147","neighbour",1,1,"IR147","Help Desk","Sunset Valley","Desktop Support","Adam","P1","Yes","MAD",2016-11-25,2016-11-30,2016-11-20,2016-11-19,2016-11-01
"IR147","says",1,1,"IR147","Help Desk","Sunset Valley","Desktop Support","Adam","P1","Yes","MAD",2016-11-25,2016-11-30,2016-11-20,2016-11-19,2016-11-01
"IR147","see",1,1,"IR147","Help Desk","Sunset Valley","Desktop Support","Adam","P1","Yes","MAD",2016-11-25,2016-11-30,2016-11-20,2016-11-19,2016-11-01
"IR147","thinks",1,1,"IR147","Help Desk","Sunset Valley","Desktop Support","Adam","P1","Yes","MAD",2016-11-25,2016-11-30,2016-11-20,2016-11-19,2016-11-01
"IR147","time",1,1,"IR147","Help Desk","Sunset Valley","Desktop Support","Adam","P1","Yes","MAD",2016-11-25,2016-11-30,2016-11-20,2016-11-19,2016-11-01
"IR148","carrying",1,1,"IR148","Retail Support","Sunset Valley","Coupon Not Working","Hannah","P1","No","MAV",2017-01-12,2017-01-14,2017-01-08,2017-01-07,2017-01-01
"IR148","corpse",1,1,"IR148","Retail Support","Sunset Valley","Coupon Not Working","Hannah","P1","No","MAV",2017-01-12,2017-01-14,2017-01-08,2017-01-07,2017-01-01
"IR148","epictetus",1,1,"IR148","Retail Support","Sunset Valley","Coupon Not Working","Hannah","P1","No","MAV",2017-01-12,2017-01-14,2017-01-08,2017-01-07,2017-01-01
"IR148","little",1,1,"IR148","Retail Support","Sunset Valley","Coupon Not Working","Hannah","P1","No","MAV",2017-01-12,2017-01-14,2017-01-08,2017-01-07,2017-01-01
"IR148","say",1,1,"IR148","Retail Support","Sunset Valley","Coupon Not Working","Hannah","P1","No","MAV",2017-01-12,2017-01-14,2017-01-08,2017-01-07,2017-01-01
"IR148","soul",1,1,"IR148","Retail Support","Sunset Valley","Coupon Not Working","Hannah","P1","No","MAV",2017-01-12,2017-01-14,2017-01-08,2017-01-07,2017-01-01
"IR148","used",1,1,"IR148","Retail Support","Sunset Valley","Coupon Not Working","Hannah","P1","No","MAV",2017-01-12,2017-01-14,2017-01-08,2017-01-07,2017-01-01
"IR149","frozen",1,1,"IR149","Retail Support","Lamar","Scale Broken","George","P2","No","WSP",2016-07-03,2016-07-10,2016-06-27,2016-07-03,2016-07-01
"IR149","lane",1,1,"IR149","Retail Support","Lamar","Scale Broken","George","P2","No","WSP",2016-07-03,2016-07-10,2016-06-27,2016-07-03,2016-07-01
"IR149","loading",1,1,"IR149","Retail Support","Lamar","Scale Broken","George","P2","No","WSP",2016-07-03,2016-07-10,2016-06-27,2016-07-03,2016-07-01
"IR149","r10",1,1,"IR149","Retail Support","Lamar","Scale Broken","George","P2","No","WSP",2016-07-03,2016-07-10,2016-06-27,2016-07-03,2016-07-01
"IR149","screen",1,1,"IR149","Retail Support","Lamar","Scale Broken","George","P2","No","WSP",2016-07-03,2016-07-10,2016-06-27,2016-07-03,2016-07-01
"IR149","stuck",1,1,"IR149","Retail Support","Lamar","Scale Broken","George","P2","No","WSP",2016-07-03,2016-07-10,2016-06-27,2016-07-03,2016-07-01
"IR150","cash",1,1,"IR150","Help Desk","Hyde Park","Desktop Support","Emily","P1","No","BRL",2016-08-14,2016-08-17,2016-08-08,2016-08-14,2016-08-01
"IR150","register",1,1,"IR150","Help Desk","Hyde Park","Desktop Support","Emily","P1","No","BRL",2016-08-14,2016-08-17,2016-08-08,2016-08-14,2016-08-01
"IR150","working",1,1,"IR150","Help Desk","Hyde Park","Desktop Support","Emily","P1","No","BRL",2016-08-14,2016-08-17,2016-08-08,2016-08-14,2016-08-01
"IR151","lane",2,1,"IR151","Help Desk","Lamar","Desktop Support","Adam","P3","No","ORT",2016-11-26,2016-11-27,2016-11-20,2016-11-19,2016-11-01
"IR151","thingerjig",1,1,"IR151","Help Desk","Lamar","Desktop Support","Adam","P3","No","ORT",2016-11-26,2016-11-27,2016-11-20,2016-11-19,2016-11-01
"IR151","won",1,1,"IR151","Help Desk","Lamar","Desktop Support","Adam","P3","No","ORT",2016-11-26,2016-11-27,2016-11-20,2016-11-19,2016-11-01
"IR152","apple",1,1,"IR152","Retail Support","Hyde Park","Lane Frozen","Hannah","P1","Yes","NLB",2016-10-10,2016-10-11,2016-10-10,2016-10-09,2016-10-01
"IR152","pay",1,1,"IR152","Retail Support","Hyde Park","Lane Frozen","Hannah","P1","Yes","NLB",2016-10-10,2016-10-11,2016-10-10,2016-10-09,2016-10-01
"IR152","working",1,1,"IR152","Retail Support","Hyde Park","Lane Frozen","Hannah","P1","Yes","NLB",2016-10-10,2016-10-11,2016-10-10,2016-10-09,2016-10-01
"IR153","accept",1,1,"IR153","Help Desk","Sunset Valley","Email","Charlie","P1","No","GWS",2016-10-28,2016-10-31,2016-10-24,2016-10-23,2016-10-01
"IR153","apple",1,1,"IR153","Help Desk","Sunset Valley","Email","Charlie","P1","No","GWS",2016-10-28,2016-10-31,2016-10-24,2016-10-23,2016-10-01
"IR153","card",1,1,"IR153","Help Desk","Sunset Valley","Email","Charlie","P1","No","GWS",2016-10-28,2016-10-31,2016-10-24,2016-10-23,2016-10-01
"IR153","credit",1,1,"IR153","Help Desk","Sunset Valley","Email","Charlie","P1","No","GWS",2016-10-28,2016-10-31,2016-10-24,2016-10-23,2016-10-01
"IR153","pay",1,1,"IR153","Help Desk","Sunset Valley","Email","Charlie","P1","No","GWS",2016-10-28,2016-10-31,2016-10-24,2016-10-23,2016-10-01
"IR153","register",1,1,"IR153","Help Desk","Sunset Valley","Email","Charlie","P1","No","GWS",2016-10-28,2016-10-31,2016-10-24,2016-10-23,2016-10-01
"IR153","won",1,1,"IR153","Help Desk","Sunset Valley","Email","Charlie","P1","No","GWS",2016-10-28,2016-10-31,2016-10-24,2016-10-23,2016-10-01
"IR154","coupon",1,1,"IR154","Help Desk","Sunset Valley","Permission Request","Charlie","P3","No","MAD",2017-03-10,2017-03-17,2017-03-05,2017-03-04,2017-03-01
"IR154","freezing",1,1,"IR154","Help Desk","Sunset Valley","Permission Request","Charlie","P3","No","MAD",2017-03-10,2017-03-17,2017-03-05,2017-03-04,2017-03-01
"IR154","keeps",1,1,"IR154","Help Desk","Sunset Valley","Permission Request","Charlie","P3","No","MAD",2017-03-10,2017-03-17,2017-03-05,2017-03-04,2017-03-01
"IR154","lane",1,1,"IR154","Help Desk","Sunset Valley","Permission Request","Charlie","P3","No","MAD",2017-03-10,2017-03-17,2017-03-05,2017-03-04,2017-03-01
"IR154","try",1,1,"IR154","Help Desk","Sunset Valley","Permission Request","Charlie","P3","No","MAD",2017-03-10,2017-03-17,2017-03-05,2017-03-04,2017-03-01
"IR154","use",1,1,"IR154","Help Desk","Sunset Valley","Permission Request","Charlie","P3","No","MAD",2017-03-10,2017-03-17,2017-03-05,2017-03-04,2017-03-01
"IR155","broken",1,1,"IR155","Retail Payments","Lamar","Credit Card Issue","Laura","P4","No","MAV",2017-02-19,2017-02-21,2017-02-12,2017-02-11,2017-02-01
"IR155","scale",1,1,"IR155","Retail Payments","Lamar","Credit Card Issue","Laura","P4","No","MAV",2017-02-19,2017-02-21,2017-02-12,2017-02-11,2017-02-01
"IR156","beauty",1,1,"IR156","Help Desk","Hyde Park","Email","Adam","P1","No","WSP",2016-08-27,2016-09-03,2016-08-22,2016-08-21,2016-08-01
"IR156","dwell",1,1,"IR156","Help Desk","Hyde Park","Email","Adam","P1","No","WSP",2016-08-27,2016-09-03,2016-08-22,2016-08-21,2016-08-01
"IR156","life",1,1,"IR156","Help Desk","Hyde Park","Email","Adam","P1","No","WSP",2016-08-27,2016-09-03,2016-08-22,2016-08-21,2016-08-01
"IR156","running",1,1,"IR156","Help Desk","Hyde Park","Email","Adam","P1","No","WSP",2016-08-27,2016-09-03,2016-08-22,2016-08-21,2016-08-01
"IR156","see",1,1,"IR156","Help Desk","Hyde Park","Email","Adam","P1","No","WSP",2016-08-27,2016-09-03,2016-08-22,2016-08-21,2016-08-01
"IR156","stars",1,1,"IR156","Help Desk","Hyde Park","Email","Adam","P1","No","WSP",2016-08-27,2016-09-03,2016-08-22,2016-08-21,2016-08-01
"IR156","watch",1,1,"IR156","Help Desk","Hyde Park","Email","Adam","P1","No","WSP",2016-08-27,2016-09-03,2016-08-22,2016-08-21,2016-08-01
"IR157","events",1,1,"IR157","Retail Payments","Lamar","Tax Issue","Joy","P3","No","BRL",2017-03-09,2017-03-15,2017-03-05,2017-03-04,2017-03-01
"IR157","find",1,1,"IR157","Retail Payments","Lamar","Tax Issue","Joy","P3","No","BRL",2017-03-09,2017-03-15,2017-03-05,2017-03-04,2017-03-01
"IR157","mind",1,1,"IR157","Retail Payments","Lamar","Tax Issue","Joy","P3","No","BRL",2017-03-09,2017-03-15,2017-03-05,2017-03-04,2017-03-01
"IR157","outside",1,1,"IR157","Retail Payments","Lamar","Tax Issue","Joy","P3","No","BRL",2017-03-09,2017-03-15,2017-03-05,2017-03-04,2017-03-01
"IR157","power",1,1,"IR157","Retail Payments","Lamar","Tax Issue","Joy","P3","No","BRL",2017-03-09,2017-03-15,2017-03-05,2017-03-04,2017-03-01
"IR157","realize",1,1,"IR157","Retail Payments","Lamar","Tax Issue","Joy","P3","No","BRL",2017-03-09,2017-03-15,2017-03-05,2017-03-04,2017-03-01
"IR157","strength",1,1,"IR157","Retail Payments","Lamar","Tax Issue","Joy","P3","No","BRL",2017-03-09,2017-03-15,2017-03-05,2017-03-04,2017-03-01
"IR157","will",1,1,"IR157","Retail Payments","Lamar","Tax Issue","Joy","P3","No","BRL",2017-03-09,2017-03-15,2017-03-05,2017-03-04,2017-03-01
"IR158","depends",1,1,"IR158","Retail Support","Lamar","Coupon Not Working","Frank","P2","No","ORT",2016-06-02,2016-06-03,2016-05-30,2016-05-29,2016-06-01
"IR158","happiness",1,1,"IR158","Retail Support","Lamar","Coupon Not Working","Frank","P2","No","ORT",2016-06-02,2016-06-03,2016-05-30,2016-05-29,2016-06-01
"IR158","life",1,1,"IR158","Retail Support","Lamar","Coupon Not Working","Frank","P2","No","ORT",2016-06-02,2016-06-03,2016-05-30,2016-05-29,2016-06-01
"IR158","quality",1,1,"IR158","Retail Support","Lamar","Coupon Not Working","Frank","P2","No","ORT",2016-06-02,2016-06-03,2016-05-30,2016-05-29,2016-06-01
"IR158","thoughts",1,1,"IR158","Retail Support","Lamar","Coupon Not Working","Frank","P2","No","ORT",2016-06-02,2016-06-03,2016-05-30,2016-05-29,2016-06-01
"IR158","upon",1,1,"IR158","Retail Support","Lamar","Coupon Not Working","Frank","P2","No","ORT",2016-06-02,2016-06-03,2016-05-30,2016-05-29,2016-06-01
"IR159","everything",2,1,"IR159","Help Desk","Downtown","Permission Request","Diego","P4","No","NLB",2016-06-09,2016-06-18,2016-06-06,2016-06-05,2016-06-01
"IR159","fact",1,1,"IR159","Help Desk","Downtown","Permission Request","Diego","P4","No","NLB",2016-06-09,2016-06-18,2016-06-06,2016-06-05,2016-06-01
"IR159","hear",1,1,"IR159","Help Desk","Downtown","Permission Request","Diego","P4","No","NLB",2016-06-09,2016-06-18,2016-06-06,2016-06-05,2016-06-01
